Key,English,Indonesian
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.","Kamu percaya pada mereka sekarang kan? Jika Kamu mencariku untuk jawaban tentang apa itu, Kamu membuang-buang waktumu. Yang Aku tahu hanyalah mereka menciptakan Madrigal dan mereka pernah menjadi bagian dari agen Rhisis."
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.","Ya, Lapranche mengetahui tentang mereka dan berusaha membawa mereka kembali ke dunia ini dengan Purple Magic, Magic yang sama yang membuatku kelelahan."
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,Maukah kau melakukan sesuatu untukku?
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,Aku tidak terkejut mau merasa takut. Dunia tergantung pada keseimbangan. Siapa yang tidak takut? Lanjutkan. Keluar dari sini.
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,Mengerikan .. Dari mana mereka berasal? Apakah kamu melihat mereka? Renegade Blades tampaknya disewa untuk membunuhku. Sepertinya aku tahu terlalu banyak. Apa yang Kamu bawa itu?
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing",Oh! Apa ini buku yang ditulis oleh Laola? Luarbiasa
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.","Baik. Sekarang kita dapat memulai rekonstruksi sejarah dunia kita yang sebenarnya. Terima kasih. Oh, aku mungkin membutuhkanmu nanti. Sampai jumpa."
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,Kamu tidak bisa menemukan Loala? Tidak mungkin dia bersembunyi. Coba cari lagi.
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,"Tolong antarkan buku ini ke Gothante. Ini mungkin tidak cukup untuk menyelamatkan dunia, tapi paling tidak, akan berguna. Terima kasih dan semoga berhasil."
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,Bab 4 - Their Shadow
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.","Ah, senang bertemu denganmu lagi. Aku telah menemukan sesuatu berdasarkan data yang kau berikan padaku. Kamu tahu lebih banyak tentang Clown pada titik ini."
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.","Orang-orang telah membicarakan mereka akhir-akhir ini. Mereka dikenal sebagai tiga iblis yang menciptakan benua kita secara tidak sengaja dan bertekad untuk menghancurkannya. Menurut rumor, selama Hero War, mereka menjadi lawan dari pahlawan kita."
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche ada di sana, di akhir Hero War, dia dijadikan budak salah satu dari tiga Clown Gods, Shade. Goddess of Evil Shade, menyatukan kekuatan Dewanya dengan kekuatan besar Laola, untuk menghancurkan God of Good Bubble. Sementara God of Neutrality, Iblis, hanya diam menyaksikan. Bubble mengumpulkan para pahlawan Madrigal dibelakangnya dan melawan Shade dengan pasukan terkuat yang pernah ada di dunia kita."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Lapranche yang malang, hal yang dulu pernah dia lalui dan semua sejarah telah di distorsi oleh History Society. Terkutuklah mereka!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,*haah* Maukah Kamu membantuku mengembalikan ini ke Martinyc. Dia berhak tahu apa yang sedang dia bantu.
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?",Aku mengerti kamu memiliki urusan yang penting untuk dilakukan. Maukah kamu kembali menemuiku setelah urusanmu itu?
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,Lama tidak bertemu! Apakah Kamu kembali untuk memberi tahuku bahwa aku benar?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","Ya! Aku tahu itu! Ngomong-ngomong, apa itu?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","Oh, sekarang aku harap aku salah! Terima kasih telah membawakan ini untukku. Kita akan bertemu lagi. Selamat tinggal."
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,Apakah kamu membawa sesuatu dari History Society? Tidak ada? Apa kamu kembali hanya untuk berbicara denganku? Aku terlalu malu untuk itu.
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,Ini semua data yang kumiliki. Tolong kirimkan ini ke Martinyc.
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,Journal of an Adventurer
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),Journal of an Adventurer (1)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Halo Adventurer. Meskipun Kamu tidak mengenaliku, Aku harus meminta bantuanmu. Aku telah menemukan sesuatu… luar biasa. Bawa ke Mayor Darkon segera."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.",Terima Kasih. Aku berhutang padamu.
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,Kamu tidak dapat memahami implikasi dari quest ini… Dia membutuhkan buku ini!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","Kamu sepertinya punya hal penting untuk diutarakan, ada apa?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,ASTAGA! Aku tidak percaya ini! Buku harian Adventurer Bartholomew Hunt…
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Kirimkan Diary itu ke Mayor of Darkon.
PROPQUEST_SCENARIO_INC_000490,Journal of an Adventurer (2),Journal of an Adventurer (2)
PROPQUEST_SCENARIO_INC_000491,"You should hear this. This is the diary of the adventurer Bartholomew Hunt. My grand father knew of him, he was a legend at one time…","Kamu harusnya pernah mendengar ini. Ini adalah Diary dari Adventurer Bartholomew Hunt. Kakekku kenal dengannya, Dia adalah legenda pada saat itu..."
PROPQUEST_SCENARIO_INC_000492,HA! Look at this… he is claiming that he discovered a new continent. New continent? How absurd!,HA! Liat ini... Dia mengklaim bahwa dia menemukan continent baru. Continent baru? Tidak masuk akal!
PROPQUEST_SCENARIO_INC_000493,"I can't read the writing here, it appears to be a code of some sort. Maybe the Sage Radion can figure out what this writing is. Please bring him the diary.","Aku tidak bisa membaca tulisan ini, sepertinya ini semacam kode. Mungkin Sage Radion bisa menerjemahkan tulisan apa ini. Tolong bawa Diary ini padanya."
PROPQUEST_SCENARIO_INC_000494,"Sage Radion is is in the Northern Leren Mountains, near the Fountain of Dead Person.","Sage Radion berada di Northern Leren Mountains, dekat dengan Fountain of Dead Person."
PROPQUEST_SCENARIO_INC_000495,You are to busy? If this information is accurate do you know what this could mean?,"Apa kamu sibuk? Jika informasi ini akurate, apa kamu tahu apa maksudnya ini?"
PROPQUEST_SCENARIO_INC_000496,What brings you to see me?,Apa yang membuatmu menemuiku?
PROPQUEST_SCENARIO_INC_000497,"If the Mayor of Darkon sent you, it must be important. Let me see the Diary.","Jika Mayor Darkon yang mengirimmu, ini pasti hal yang penting. Biar kulihat Diarynya."
PROPQUEST_SCENARIO_INC_000498,Find the Sage Radion to decode the writing in the Diary.,Temukan Sage Radion untuk memecahkan tulisan kode didalam Diary.
PROPQUEST_SCENARIO_INC_000501,Journal of an Adventurer (3),Journal of an Adventurer (3)
PROPQUEST_SCENARIO_INC_000502,"Why, this is not a code… Amazing! The language of the Ancient Tribe. This Bartholomew Hunt must have really known his stuff. Maybe there is more to this…","Tunggu, ini bukan kode… Luar biasa! Bahasa Ancient Tribe. Bartholomew hunt ini pasti sangat tahu banyak hal. Mungkin ada yang lebih dari ini..."
PROPQUEST_SCENARIO_INC_000503,"I have translated the Ancient language. Bring this Translated Document to the Mayor of Darkon. Keep it safe, this is truly a special thing!","Aku telah menerjemahkan bahasa Ancient. Bawa Translated Document ini ke Mayor of Darkon. Simpan dengan aman, ini adalah benda yang spesial!"
PROPQUEST_SCENARIO_INC_000504,You are playing an important role in historic events.,Anda memainkan peran penting dalam peristiwa bersejarah.
PROPQUEST_SCENARIO_INC_000505,I can't believe it! The possibility of a new land and you are not interested?,Aku tidak percaya ini! Kemungkinan adanya tanah baru dan Kau tidak tertarik???
PROPQUEST_SCENARIO_INC_000506,You can't imagine how eagerly I've been waiting for you to return. Have you met the Sage Radion? Is there news?,Kamu tidak dapat membayangkan betapa bersemangatnya aku menunggumu kembali. Apa kamu bertemu dengan Sage Radion? Apakah ada kabar?
PROPQUEST_SCENARIO_INC_000507,He was able to translate it? Wonderful. Now we can see if this is real or just a wild goose chase… Give me a moment to read through this.,Dia mampu menerjemahkannya? Luar biasa. Sekarang kita bisa melihat apakah ini nyata atau hanya hal yang sia-sia… Beri aku waktu untuk membaca ini.
PROPQUEST_SCENARIO_INC_000508,Bring the translated document to the Mayor of Darkon.,Bawa Translated Dokumen ke Mayor of Darkon.
PROPQUEST_SCENARIO_INC_000741,Chain,Chain
PROPQUEST_SCENARIO_INC_000742,General,General
PROPQUEST_SCENARIO_INC_000743,Office,Office
PROPQUEST_SCENARIO_INC_000744,Event,Event
PROPQUEST_SCENARIO_INC_000785,"Don’t worry about the pay. So, please hurry up.","Jangan khawatir tentang bayarannya. Jadi, tolong cepat."
PROPQUEST_SCENARIO_INC_000786,"It is very important, so you'd better hurry!","Ini sangatlah penting, jadi lebih baik kau bergegas!"
PROPQUEST_SCENARIO_INC_000787,The Mayor of Darkon is waiting for you. Hurry!,Mayor of Darkon sedang menunggumu. Cepat!
PROPQUEST_SCENARIO_INC_001245,Chapter 1 The Emerging Darkness,Bab 1 - The Emerging Darkness
PROPQUEST_SCENARIO_INC_001965,Chapter 2 Finding Lost Memory,Bab 2 - Finding Lost Memory
PROPQUEST_SCENARIO_INC_001966,Chapter 3 Return of Scattered Heroes,Bab 3 Return of Scattered Heroes
PROPQUEST_SCENARIO_INC_001246,Initiation of Champions,Initiation of Champions
PROPQUEST_SCENARIO_INC_001247,"Hmm, I sense an aura of greatness from you young warrior, yet a mind clouded with uncertainty and doubt.","Hmm, saya merasakan aura yang kuat darimu pejuang muda, namun pikiranmu diselimuti ketidakpastian dan keraguan."
PROPQUEST_SCENARIO_INC_001248,"I intend to help you realize your true inner potential. Though I am but a stranger to you, I need you to trust in me. My true identity will be revealed soon enough.","Aku bermaksud membantu mengeluarkan potensimu yang terpendam. Meskipun aku hanyalah orang asing bagimu, aku ingin kamu mempercayaiku. Identitasku yang sebenarnya akan segera terungkap."
PROPQUEST_SCENARIO_INC_001250,Apparently I was correct in choosing you. Well then! Please eliminate 10 Lawolfs & 5 Grownup Lawolfs residing in Northern Flaris.,Ternyata aku benar dalam memilihmu. Baiklah! Tolong habisi 10 Lawolf & 5 Grownup Lawolf yang berkeliaran di Northern Flaris.
PROPQUEST_SCENARIO_INC_001251,"Hmm, apparently I made a mistake. I believed you to be the champion I was searching for.","Hmm, rupanya aku melakukan kesalahan. Aku percaya Kaulah Champion yang aku cari."
PROPQUEST_SCENARIO_INC_001252,The citizens grow ever more fearful of this situation! Please get rid of 10 Lawolfs & 5 Grownup Lawolfs.,Warga semakin takut dengan situasi ini! Tolong singkirkan 10 Lawolf & 5 Grownup Lawolf.
PROPQUEST_SCENARIO_INC_001253,Kill 10 Lawolfs & 5 Grownup Lawolfs and go back to Reonan.,Habisi 10 Lawolf & 5 Grownup Lawolf lalu kembali ke Reonan.
PROPQUEST_SCENARIO_INC_001254,Ah! I admire your courage. It appears you could very well be the champion I have sought.,Aku kagum dengan keberanianmu. Sepertinya kamulah Champion yang selama ini aku cari.
PROPQUEST_SCENARIO_INC_001256,Bridge to Terror-bithia,Bridge to Terror-bithia
PROPQUEST_SCENARIO_INC_001257,"But, let us not be too hasty as arrogance may lead to an early grave. Though vicious, slaying a few lawolves is just the beginning…","Tapi, janganlah kita terlalu tergesa-gesa karena kesombongan dapat menyebabkan kematian dini. Meskipun kejam, membunuh beberapa Lawolves hanyalah permulaan ..."
PROPQUEST_SCENARIO_INC_001258,"Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me","Here is your next task. Rumors have it, numerous villagers have been attacked by a monstrous Lord Demian just outside of Flaris. Please defeat him and return to me"
PROPQUEST_SCENARIO_INC_001259,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.,The Lord Demian has been seen wandering nearby the Madren Town recently so search for him there.
PROPQUEST_SCENARIO_INC_001260,"What? I know I ask much of you, but I never thought you would turn down a chance to prove your worth.","Apa? Aku mungkin meminta terlalu banyak, tapi aku tidak pernah berpikir kalau kau akan menolak kesempatan untuk membuktikan nilaimu."
PROPQUEST_SCENARIO_INC_001261,The Lord Demian can be found nearby Madren Town amongst the other Demians.,The Lord Demian can be found nearby Madren Town amongst the other Demians.
